Last Updated At 2026-01-16T18:24:18Z
DATASOURCE (255)                              KIND              HOSTNAME                                                                        PORT OVERRIDE    ROLE
domain-manager.eu-central-1a                                             172.21.8.32              i-02d9e3c472c05f009    domain-manager
domain-stats-treasury-1.eu-central-1a                                    172.21.46.250            i-020399940251bd116    domain-stats-treasury
domain-stats-treasury-1.us-east-1a                                       172.30.74.229            i-065889165a3a208c3    domain-stats-treasury
domain-stats-treasury-1.us-west-1a                                       172.31.28.140            i-0c5223984993b7804    domain-stats-treasury
domain-stats-treasury-10.ap-southeast-1a                                 172.19.11.49             i-098240d836a7b2d99    domain-stats-treasury
domain-stats-treasury-10.us-east-1a                                      172.30.66.111            i-0dd0289eb9629fd6f    domain-stats-treasury
domain-stats-treasury-11.ap-southeast-1a                                 172.19.8.130             i-0c001da98c71df78b    domain-stats-treasury
domain-stats-treasury-11.us-east-1a                                      172.30.69.247            i-0b70b75a7c989a6ee    domain-stats-treasury
domain-stats-treasury-12.ap-southeast-1a                                 172.19.34.111            i-0a79b3757c3f2a086    domain-stats-treasury
domain-stats-treasury-13.ap-southeast-1a                                 172.19.62.128            i-0f46337c660d7dcb0    domain-stats-treasury
domain-stats-treasury-14.ap-southeast-1a                                 172.19.8.205             i-0afee0f14062761ce    domain-stats-treasury
domain-stats-treasury-15.ap-southeast-1a                                 172.19.3.253             i-0ff9e003444b3d0cf    domain-stats-treasury
domain-stats-treasury-16.ap-southeast-1a                                 172.19.6.63              i-00625c0c506e566bc    domain-stats-treasury
domain-stats-treasury-17.ap-southeast-1a                                 172.19.6.158             i-06e518258cc9f3075    domain-stats-treasury
domain-stats-treasury-18.ap-southeast-1a                                 172.19.1.68              i-079c27e5f01df095e    domain-stats-treasury
domain-stats-treasury-2.eu-central-1a                                    172.21.56.24             i-06fae9a18c258598a    domain-stats-treasury
domain-stats-treasury-2.us-east-1a                                       172.30.82.71             i-0e8c452cbf41c7b3f    domain-stats-treasury
domain-stats-treasury-2.us-west-1a                                       172.31.21.92             i-0bdc92406ad7717c7    domain-stats-treasury
domain-stats-treasury-3.eu-central-1a                                    172.21.2.220             i-0afbdb36575cc2103    domain-stats-treasury
domain-stats-treasury-3.us-east-1a                                       172.30.72.185            i-02459f470e7b5f495    domain-stats-treasury
domain-stats-treasury-3.us-west-1a                                       172.31.16.63             i-0e230407f19ebfe82    domain-stats-treasury
domain-stats-treasury-4.eu-central-1a                                    172.21.22.56             i-079967c782f879692    domain-stats-treasury
domain-stats-treasury-4.us-east-1a                                       172.30.75.57             i-027f88e6fcb20314e    domain-stats-treasury
domain-stats-treasury-4.us-west-1a                                       172.31.24.106            i-0032db2d23a2df772    domain-stats-treasury
domain-stats-treasury-5.eu-central-1a                                    172.21.34.212            i-0b1dd6c31551006a5    domain-stats-treasury
domain-stats-treasury-5.us-east-1a                                       172.30.88.147            i-0a1570886a6ccc83d    domain-stats-treasury
domain-stats-treasury-5.us-west-1a                                       172.31.18.3              i-01dba3823ffad33c4    domain-stats-treasury
domain-stats-treasury-6.eu-central-1a                                    172.21.21.10             i-001bf9caba65ffd8d    domain-stats-treasury
domain-stats-treasury-6.us-east-1a                                       172.30.82.191            i-00d9b6f4ebc8f9173    domain-stats-treasury
domain-stats-treasury-6.us-west-1a                                       172.31.20.65             i-076d7983757181439    domain-stats-treasury
domain-stats-treasury-7.ap-southeast-1a                                  172.19.18.246            i-0fe9f6cf56b652741    domain-stats-treasury
domain-stats-treasury-7.us-east-1a                                       172.30.67.155            i-0a7317acb205f9eed    domain-stats-treasury
domain-stats-treasury-8.ap-southeast-1a                                  172.19.12.250            i-0dfc9517f2689b4f2    domain-stats-treasury
domain-stats-treasury-8.us-east-1a                                       172.30.93.46             i-0211eccebfa3ed039    domain-stats-treasury
domain-stats-treasury-9.ap-southeast-1a                                  172.19.40.81             i-04410fe526461c195    domain-stats-treasury
domain-stats-treasury-9.us-east-1a                                       172.30.72.52             i-0ada5a25fdef0af85    domain-stats-treasury
ds-bidder-0.eu-central-1a                                                172.21.58.63             i-0051cc9309b91e498    bidder
ds-bidder-0.us-east-1a                                                   172.30.86.193            i-06bab2d1b8e2c6cc3    bidder
ds-bidder-0.us-west-1a                                                   172.31.17.200            i-0b566a8538f4ddc62    bidder
ds-bidder-1.ap-southeast-1a                                              172.19.56.7              i-0cd9ecd67a8f11098    bidder
ds-bidder-1.eu-central-1a                                                172.21.56.160            i-062c9dbac3d52240c    bidder
ds-bidder-1.us-east-1a                                                   172.30.73.47             i-0adaf462c6f642a5a    bidder
ds-bidder-1.us-west-1a                                                   172.31.22.222            i-00e6f62339763f1d2    bidder
ds-bidder-2.ap-southeast-1a                                              172.19.58.86             i-00ae8ef5284becce4    bidder
ds-bidder-2.us-east-1a                                                   172.30.95.45             i-00035a3ceaf52cf20    bidder
ds-bidder-2.us-west-1a                                                   172.31.26.169            i-0bc33e02999022c2f    bidder
ds-bidder-3.us-east-1a                                                   172.30.88.70             i-022a262d0a9e38c25    bidder
ds-bidder-3.us-west-1a                                                   172.31.29.198            i-040c651b1fb77391b    bidder
ds-bidder-4.us-east-1a                                                   172.30.89.199            i-0e598b6e745fc648b    bidder
ds-bidder-4.us-west-1a                                                   172.31.30.94             i-0034c98bedd8765a4    bidder
ds-bidder-5.us-east-1a                                                   172.30.93.45             i-06905fc3213a27d33    bidder
ds-python-bid-opt-service-main.us-east-1a                                172.30.75.42             i-099b852ddf72433ec    ds-python-bid-opt-service
ds-python-bid-opt-service-worker-1.us-east-1a                            172.30.67.178            i-0c28ad6fa3200f2cc    ds-python-bid-opt-service
edo-etl-prd-1                                                            edo-lb.stackadapt.dev    i-01bf7ce8a27da4ea4    edo-etl
edo-etl-stg-1                                                            edo-lb.stackadapt.dev    i-0bd2a6fe992b7d373    edo-etl
edo-lb-2.us-east-1a                                                      10.2.64.23               i-0228b4b2eade409d6    edo-lb
elastic-consumer-requests-auto-1.ap-southeast-1a                         172.19.17.86             i-00cb3df85ce4130f4    elastic-consumer
elastic-consumer-requests-auto-1.eu-central-1a                           172.21.27.232            i-0860ef68e598bea27    elastic-consumer
elastic-consumer-requests-auto-1.us-east-1a                              172.30.83.227            i-0f1cca48c5b0ec8c6    elastic-consumer
elastic-consumer-requests-auto-1.us-west-1a                              172.31.28.195            i-0052f006f6cb9f2b2    elastic-consumer
